SampleID,date,TreeID,USDA_Code,Na,Ca,C_N,LMA,LDMC,T_Asat,Asat,Vcmax25,Vcmax,T_Rdark,Rdark25,Rdark
BNL19439,20210902,113,ACRU,1159.931887,27434.66351,23.65196078,56.85940623,0.436363636,25.99618308,5.742561421,32.05639218,32.95112044,26.14461231,0.754562176,0.779528275
BNL19440,20210902,112,QUAL,2637.536092,53770.27361,20.38655462,110.8208442,0.454084507,27.00406667,1.7894688,11.94379813,11.20161675,27.00255,1.797891437,1.938350427
BNL19441,20210902,113,ACRU,1102.454283,24716.31376,22.41935484,50.80434484,0.422285714,26.99736667,3.494919482,17.97115472,18.99278086,26.99735,0.530024778,0.560912212
BNL19442,20210902,117,BEAL2,930.8950914,22328.05582,23.98557692,44.7545717,0.437647059,27.00015,6.545169789,25.02448363,30.1530706,27.00416667,0.63823837,0.682603692
BNL19443,20210902,116,QURU,2124.215592,50659.01829,23.84834123,100.6737247,0.421774194,26.4509147,10.86815714,52.94030372,59.60313754,26.60299555,0.797820636,0.872634146
BNL19468,20210903,32,QUAL,1592.437784,39589.31665,24.86082474,82.08442183,0.48340081,27.00135,4.481420551,30.08121989,28.21508245,27.00445,1.286951404,1.387591936
BNL19469,20210903,94,QUAL,1282.771896,31231.56882,24.34693878,65.44754572,0.437426901,27.0028,5.66095902,35.85727452,33.6308419,27.00615,0.88349348,0.952643735
BNL19470,20210903,7,ACRU,1324.52533,37787.03299,28.52873563,76.12214542,0.478021978,27.00298333,7.638114512,44.01066673,46.51981035,27.00103333,1.076207688,1.139042354
BNL19471,20210903,119,QURU,1239.545236,30919.41771,24.94416244,62.92107796,0.448927039,26.44253254,8.70763429,39.89476321,44.88492764,26.62192345,1.253497003,1.372484325
BNL19472,20210903,118,BEAL2,1120.909528,23807.74783,21.23966942,46.31857555,0.469512195,26.99688333,8.938389429,33.37659267,40.20466043,26.99801667,1.116146232,1.19348745
BNL19473,20210903,118,BEAL2,1065.041172,22726.89552,21.33898305,45.12886322,0.439583333,26.99811667,8.785909284,31.35820168,37.77768955,27.00511667,1.090581066,1.166426608
BNL19474,20210903,119,QURU,1421.154957,35550.29836,25.01507538,71.41482194,0.496875,27.00828333,3.685743641,16.9907886,20.02064076,27.00491667,1.124095477,1.257260138
BNL19475,20210903,119,QURU,1256.945781,31045.94161,24.69950739,61.91851139,0.461722488,26.63311704,7.62133633,34.00100758,38.85520215,26.59800212,0.938704996,1.026444455
BNL19500,20210904,122,BEAL2,1303.002887,25885.64004,19.86614173,51.29932628,0.42983871,27.00496667,11.54622871,47.47073389,57.2251609,27.00131667,0.731069083,0.781813048
BNL19501,20210904,120,ACRU,1258.960539,38185.98653,30.33136095,74.49470645,0.437288136,26.99703333,8.094575122,38.00532792,40.16548889,26.9965,0.776201829,0.821415674
BNL19502,20210904,120,ACRU,1378.431184,36007.14148,26.12182741,69.97112608,0.454375,26.99926667,6.999770777,34.20468283,36.15105258,27.00045,0.752397067,0.796312881
BNL19503,20210904,121,ACRU,1658.447808,48471.02984,29.22674419,96.4213842,0.522274882,26.5376056,3.322488824,16.84789671,17.58050997,NA,NA,NA
BNL19504,20210904,122,BEAL2,1459.164031,29819.47614,20.436,58.36656125,0.430964467,27.00096667,10.32948554,45.61443509,54.96696082,27.00433333,0.961249,1.028073191
BNL19505,20210904,NA,QURU,1346.531428,40904.99741,30.37804878,82.10557489,0.475965665,26.99466667,8.380118816,33.53615121,39.47255674,26.97455,1.133113313,1.265213158
BNL19506,20210904,NA,QURU,1747.834456,48273.99598,27.61931818,99.30877592,0.530373832,27.0054,12.32217999,54.14122594,63.78086099,26.99163333,1.301038855,1.454093093
BNL19533,20210905,66,QUAL,1758.937165,46597.57322,26.49189189,95.07768459,0.514126394,26.98566667,4.455738876,29.79582421,27.96505845,26.99393333,1.268208577,1.366846929
BNL19534,20210905,124,QURU,1243.808149,29184.85723,23.46411483,59.51235162,0.41452514,27.00146667,8.749220367,37.03447419,43.61432251,26.99601667,0.748914334,0.837220178
BNL19535,20210905,92,BEAL2,1172.733397,28055.82291,23.92344498,56.11164581,0.407692308,27.99693333,7.143989948,30.28372197,40.02452237,28.00518333,1.020730013,1.128569931
BNL19536,20210905,124,BEAL2,1566.241578,33937.42782,21.66806723,65.80846968,0.4376,27.99883333,13.61188976,52.4246805,69.29932083,27.99621667,1.007180467,1.113258543
BNL19537,20210905,70,QURU,1355.365736,37458.73436,27.63736264,74.47064485,0.460223048,26.99741667,7.501402056,34.83403058,41.00937922,27.00398333,0.882282958,0.986750495
BNL19562,20210914,33,ACRU,841.385948,21799.13378,25.90860215,45.23580366,0.366666667,27.00328333,6.981871554,33.44069866,35.34751852,26.99948333,0.474406189,0.502082596
BNL19563,20210914,33,ACRU,901.5506363,25166.58111,27.91477273,51.22446797,0.395867769,27.00378333,6.769177709,32.15668721,33.99076121,26.99055,0.434047997,0.45925436
BNL19564,20210914,128,ACRU,1446.976988,37736.24114,26.07936508,76.55962901,0.455729167,27.00121667,10.93010461,53.60657904,56.66004001,26.9989,0.99156345,1.049393077
BNL19565,20210914,128,ACRU,1278.335812,32759.83901,25.62694301,66.23501619,0.398421053,26.36842823,9.061215216,46.81810447,48.62522778,26.52230676,0.726288727,0.758380687
BNL19566,20210914,129,QURU,2304.757322,45846.23264,19.892,92.19029286,0.467247387,27.50803333,1.332675918,5.416389127,6.647352563,27.49928333,1.383427904,1.590259056
BNL19567,20210914,33,ACRU,1308.334937,33873.60924,25.890625,68.14244466,0.4425,26.99648333,7.905820475,42.48026896,44.89409587,26.99688333,0.616625221,0.652550758
BNL19568,20210914,53,BEAL2,1731.74206,34538.6333,19.94444444,68.719923,0.502816901,27.00415,13.42934599,51.14797546,61.65332751,27.00115,1.254208801,1.341256776
BNL19569,20210914,53,BEAL2,1485.563041,33349.23965,22.44888889,66.02502406,0.49,26.39100361,9.439739462,39.05746211,44.46337678,26.54268964,1.396694826,1.470962392
BNL19596,20210915,131,QURU,1754.788258,36406.20789,20.74678112,75.31280077,0.445023697,27.49605,0.666408575,3.623852413,3.328733806,27.50256667,0.848311189,0.931779625
BNL19597,20210915,132,QUAL,1857.07411,40266.6025,21.68281938,81.80943215,0.443127962,26.99953333,19.68526135,77.09591827,90.77909329,27.00688333,1.146711656,1.282695433
BNL19598,20210915,131,QUAL,1993.551492,35787.58422,17.95167286,74.10972089,0.48125,27.03223333,2.194046775,15.71128678,14.71820226,27.0004,1.230498557,1.326523959
BNL19599,20210915,131,QUAL,1450.510106,30766.08277,21.21052632,63.61886429,0.426451613,26.41554165,2.803964421,17.65979081,16.93745204,26.52025414,1.071340176,1.134405038
BNL19600,20210915,133,QURU,2194.109721,53544.71607,24.40384615,105.4860443,0.482819383,27.50241667,21.60750171,88.10683136,108.0811914,27.49791667,1.407852495,1.618213004
BNL19601,20210915,135,QURU,1302.419909,29515.72941,22.66222222,57.8853293,0.519753086,26.99586667,9.744213361,40.320841,48.56494412,27.00228333,0.974550025,1.042227712
BNL19602,20210915,132,BEAL2,1360.960983,29904.84934,21.97333333,60.48715481,0.453888889,27.003,13.15152539,50.07880507,58.98359331,26.99466667,0.939068563,1.049717225
BNL19603,20210915,135,BEAL2,1386.473007,31031.45507,22.38157895,60.81021962,0.451298701,26.48436928,7.952649262,31.82107905,36.54271155,26.49772708,0.870727403,0.915650545
BNL19628,20210916,136,QUAL,2176.012438,48184.52654,22.14349776,97.57903309,0.489962825,27.50383333,1.028649773,6.240771518,5.730567406,27.50883333,1.333001246,1.464501362
BNL19629,20210916,136,QUAL,1715.928778,42462.70452,24.74619289,87.10298364,0.468103448,27.00551667,1.413959184,8.855867317,8.305082034,27.00223333,1.324783799,1.428264716
BNL19630,20210916,137,QUAL,1934.306491,48134.86258,24.88481675,101.2725912,0.444600939,29.71746667,3.359517889,35.63239823,29.17705266,28.12025,1.263339105,1.419821203
BNL19631,20210916,137,QUAL,1380.336862,37939.31665,27.48554913,79.78825794,0.425128205,26.40624142,4.76798312,25.0497853,24.03313765,26.62685331,1.072987179,1.140690046
BNL19632,20210916,138,QURU,1289.360399,42600.81372,33.04026846,86.53425497,0.464319249,27.49151667,3.043870763,16.25231703,19.91915647,27.50095,0.733281414,0.842989258
BNL19633,20210916,141,ACRU,1692.877767,44006.27206,25.99494949,85.49887713,0.507619048,27.00228333,3.365376241,19.68726199,20.80927296,27.0031,0.929793024,0.984136521
BNL19634,20210916,139,QURU,1452.078047,41259.63776,28.41420118,85.92177793,0.467619048,29.40618333,9.170165109,43.23256808,61.85129681,28.1423,0.984120447,1.172102581
BNL19635,20210916,140,BEAL2,1280.11309,34782.1102,27.17112299,68.45524543,0.474166667,27.65178458,9.287872619,34.93116421,44.71543651,26.51769416,1.214924074,1.278458018
BNL19660,20210917,143,BEAL2,1354.258903,30665.61598,22.64383562,61.83830606,0.4112,27.48511667,9.885645443,40.37372919,50.89006741,27.49958333,1.064825882,1.157760847
BNL19661,20210917,146,ACRU,1401.385948,40750.41386,29.07865169,78.72954764,0.461278195,26.9986,10.44849445,55.54484405,58.70446428,27.00275,1.019712618,1.079300994
BNL19662,20210917,146,ACRU,1388.546679,41978.74158,30.23214286,82.65158807,0.449019608,29.60278333,9.037291152,54.35943619,61.70071419,27.9008,1.130853949,1.227508858
BNL19663,20210917,142,QUAL,2519.546767,55673.85598,22.09677419,116.1081459,0.491481481,26.52236176,6.974795023,46.54221444,44.46663729,26.4496781,1.569062896,1.657041877
BNL19664,20210917,143,BEAL2,1277.815207,29654.95669,23.20754717,60.27430221,0.455454545,26.98988333,7.447537322,30.13023418,36.270538,26.99755,0.915244955,0.978649891
BNL19665,20210917,147,BEAL2,1599.278152,41179.40327,25.74874372,80.36573628,0.544565217,27.009,9.684681337,41.25367074,49.74926509,27.00081667,1.06502734,1.138932589
BNL19666,20210917,145,QURU,2219.737385,56710.34649,25.54822335,112.6770246,0.479239766,28.88853333,14.06018561,58.25227093,79.94131074,28.54946667,1.260366519,1.535096089
BNL19667,20210917,145,QURU,1475.716295,41741.68949,28.28571429,84.32664544,0.451984127,26.54777241,6.336518214,26.95460724,30.58852887,26.63355827,0.835787404,0.915716197
BNL19692,20210927,150,ACRU,1069.932628,32439.30703,30.3190184,65.6400385,0.418404908,25.99853333,5.578516983,24.35294075,25.03429434,25.99808333,1.233645727,1.269181088
BNL19693,20210927,52,ACRU,1522.348412,38982.99326,25.60714286,77.67083734,0.504375,26.00305,7.40077909,37.16526159,38.20988315,26.00085,1.135638798,1.168442721
BNL19694,20210927,148,QUAL,1441.443696,31083.60924,21.56422018,66.12127045,0.458,25.99975,0.588127449,2.771637209,2.696064621,26.00916667,0.935389838,0.971651376
BNL19695,20210927,149,QUAL,2593.917228,56061.3282,21.61261261,116.8431184,0.479841897,25.89570618,4.589941007,27.48338113,26.82253297,26.09237639,1.648372547,1.717632237
BNL19696,20210927,151,BEAL2,NA,NA,NA,50.40904716,0.395283019,26.499,9.592428352,37.15630987,42.72791838,26.50203333,0.918792833,0.966334858
BNL19697,20210927,151,BEAL2,1108.972302,22256.71051,20.06967213,45.44968453,0.416666667,26.5013,8.071055282,30.17298983,34.70489764,26.49951667,1.185286961,1.246513617
BNL19698,20210927,152,QURU,1540.534538,31272.85111,20.3,64.18893907,0.473770492,26.00038333,13.58973754,52.53810504,57.00504275,25.98818333,0.986723661,1.042897864
BNL19699,20210927,152,QURU,1851.602873,39314.63685,21.23275862,79.81046865,0.458723404,26.09168116,14.11565381,58.07285406,63.48441786,26.07199955,0.944652076,1.003114198
BNL19724,20210928,84,ACRU,1371.366699,50561.69394,36.86956522,99.37439846,0.485882353,26.49926667,4.871651744,28.06972329,29.259188,26.50181667,0.870203499,0.908128496
BNL19725,20210928,153,ACRU,1235.139557,33492.5409,27.11640212,65.35129933,0.411515152,26.50041667,11.17590065,51.81443376,54.01181152,26.4984,0.907964565,0.947443762
BNL19726,20210928,156,ACRU,1776.246391,46105.17806,25.95652174,96.53512993,0.464351852,26.36044089,5.604415931,43.12089292,41.43798068,24.54170545,0.743447876,0.730654869
BNL19727,20210928,153,QUAL,1069.027911,30389.2204,28.42696629,60.05774783,0.397452229,26.00273333,8.457582211,39.23834315,40.34087838,25.99675,0.953841426,0.981279877
BNL19975,20210928,157,BEAL2,1212.26454,27734.96494,22.87864078,58.84779321,0.423762376,26.70005,9.054652737,34.31563487,40.20852401,26.69481667,0.92362705,0.977693915
BNL19976,20210928,157,BEAL2,1190.221367,24717.2666,20.76694915,50.43310876,0.393984962,27.00101667,7.771220031,34.54258196,36.5099451,26.9865,0.870824206,0.921290249
BNL19977,20210928,154,QURU,1579.684608,53030.75442,33.5704698,106.0191012,0.461935484,26.50278333,12.55028126,46.41779459,52.48209788,26.50336667,1.184939514,1.288890083
BNL19978,20210928,154,QURU,1829.836381,53762.33558,29.38095238,108.9188322,0.468275862,25.9958601,16.41382051,64.70919344,70.18487593,26.03091494,1.298490084,1.375691683
BNL19997,20210929,91,ACRU,1297.391723,50231.83831,38.71755725,99.03753609,0.538743455,26.7027,3.593737721,17.58858611,18.43755207,26.70746667,1.113865842,1.169181209
BNL19998,20210929,91,ACRU,1287.73821,53503.44562,41.5483871,103.8498556,0.516267943,27.00055,3.644775825,17.8134726,18.82779115,27.00015,1.09722471,1.161257566
BNL19999,20210929,89,QUAL,2350,59912.5,25.49468085,125,0.485514019,26.50266667,0.44953307,1.921374921,1.837008979,26.50333333,1.714658454,1.814442807
BNL20000,20210929,89,QUAL,2371.342637,62267.28826,26.25824176,130.2935515,0.468831169,26.07382075,5.230094299,33.17777827,32.19547647,26.11360391,1.614923163,1.684118829
BNL20001,20210929,125,BEAL2,1493.310876,34738.40231,23.26267281,68.81616939,0.498837209,26.69915,11.11491284,46.682517,54.69453214,26.6969,0.960968002,1.017291448
BNL20002,20210929,125,BEAL2,1434.831569,31998.62368,22.30131004,62.65640038,0.47173913,27.00366667,11.39433831,46.73205105,56.32787694,27.00218333,1.082454656,1.157621931
BNL20003,20210929,93,QURU,1244.910047,32341.45258,25.97894737,65.5215814,0.449238579,26.5098,13.1072025,52.51009888,59.40444222,26.49758333,1.1301976,1.228950228
BNL20004,20210929,93,QURU,1474.205967,35612.19121,24.15686275,72.2649984,0.459693878,26.1496404,14.21183599,57.80367387,63.49139076,26.10871092,0.912572652,0.971036851
BNL20030,20210930,39,ACRU,1300.664975,32653.88048,25.10552764,65.360049,0.426857143,26.7035,7.386227011,37.42087485,39.22797484,26.70271667,1.191274665,1.250266582
BNL20031,20210930,77,QUAL,1442.502406,39717.43985,27.53370787,81.03946102,0.481142857,26.9991,2.572002802,16.3799483,15.36518631,26.99873333,1.29607365,1.397129499
BNL20032,20210930,77,QUAL,1697.655088,42241.14096,24.88205128,87.05923528,0.471563981,26.50491667,2.471332181,14.42581432,13.79125964,26.50461667,1.247304763,1.319954936
BNL20033,20210930,158,QUAL,1772.281039,43850.52936,24.74242424,89.50914341,0.48,25.88965003,7.840468917,37.70291187,36.8033082,26.13716761,1.567519714,1.636130593
BNL20034,20210930,42,QURU,1955.405839,45601.53994,23.32075472,92.23612448,0.456349206,26.69608333,13.7765281,58.81141892,67.5545751,26.70093333,1.111055762,1.221877341
BNL20035,20210930,78,QURU,2197.449471,50703.36175,23.07373272,101.2649526,0.418465909,27.00098333,8.390143006,37.95959549,44.70204593,26.99998333,1.277214265,1.42812711
BNL20036,20210930,63,BEAL2,1282.206449,32985.8999,25.72588832,65.08662175,0.496330275,26.49765,10.95704129,43.08779155,49.54258381,26.4987,1.242583645,1.306734328
BNL20037,20210930,63,BEAL2,1353.272377,36360.87584,26.86885246,73.94931023,0.42293578,26.03734334,7.252726952,28.10723046,30.95626521,26.06163375,1.302808783,1.350173071
BNL20062,20211012,36,ACRU,794.7278366,23175.59619,29.16167665,47.58849321,0.356,25.00041667,3.226747681,12.9656912,12.9622116,25.006,0.799918962,0.800055987
BNL20063,20211012,96,ACRU,854.186718,33162.94514,38.824,68.33493744,0.441450777,25.00468333,4.193410168,15.79426669,15.79191503,24.99886667,1.107399958,1.10736413
BNL20064,20211012,94,QUAL,1299.151282,38625.39155,29.73125,81.19695511,0.398283262,25.0041,3.472839118,16.99012442,16.99248308,25.00286667,1.349575673,1.349721981
BNL20065,20211012,148,QUAL,833.6999863,22786.26427,27.33149171,46.06077272,0.210691824,25.02504412,3.80724428,17.14722057,17.14112785,25.02759965,1.383684813,1.385129588
BNL20066,20211012,71,QURU,776.0346487,23323.36862,30.05454545,47.03240295,0.259010601,25.00171667,11.39639416,43.71504164,43.6851168,25.00018333,1.315314937,1.315328493
BNL20067,20211012,71,QURU,1683.499759,37633.39148,22.35426009,75.49326275,0.41147541,25.29386667,12.071376,47.59012776,48.71901662,25.29966667,1.160901077,1.180603479
BNL20068,20211012,35,BEAL2,984.1193455,24214.2565,24.605,49.20596728,0.343697479,25.0066,5.31954677,20.65198887,20.64536823,24.99916667,1.118924618,1.118893142
BNL20069,20211012,35,BEAL2,731.4725698,23950.91434,32.74342105,48.12319538,0.449438202,24.95320352,0.871149984,3.06218511,3.045824601,24.99968751,1.074466851,1.074455517
BNL20094,20211013,91,ACRU,910.7555342,41328.60924,45.37837838,82.05004812,0.471428571,25.00325,4.276204276,18.11218695,18.10876318,24.99921667,0.844339505,0.844320623
BNL20095,20211013,161,ACRU,1195.235804,39239.66955,32.83006536,78.11998717,0.484577114,25.30111667,8.75540468,38.10350943,38.41513975,25.29573333,0.983096531,0.991423219
BNL20096,20211013,159,QUAL,1779.972001,34698.7313,19.4939759,71.48481932,0.4085,25.00305,2.173429724,10.26351589,10.26519398,25.00326667,1.022486752,1.022613068
BNL20097,20211013,89,QUAL,1321.970426,40685.3793,30.77631579,86.97173856,0.455963303,24.93771331,6.220601042,29.24358093,29.29272483,25.06909911,1.195128712,1.198254985
BNL20098,20211013,160,QURU,1316.825619,36570.12862,27.77142857,75.24717823,0.472527473,25.59931667,9.161604222,37.04702928,38.89279973,25.60258333,0.883959598,0.914354214
BNL20099,20211013,160,QURU,1548.497487,38007.87082,24.545,77.42487434,0.495890411,25.80036667,10.04740161,39.86021703,42.54418997,25.80386667,1.167186462,1.220993679
BNL20100,20211013,92,BEAL2,817.6491819,30701.80462,37.54887218,61.4773821,0.39921875,25.30108333,3.160782542,11.92028683,12.25170227,25.29701667,1.232428552,1.244835037
BNL20101,20211013,92,BEAL2,811.0362528,25512.15913,31.45625,50.6897658,0.430909091,25.04239273,2.810263752,10.65197344,10.68455845,24.99418132,1.168997247,1.16876765
BNL20126,20211014,164,ACRU,1673.724735,47018.09432,28.09189189,90.47160731,0.42247191,25.59578333,8.67828474,39.06135124,39.70619394,25.59828333,1.088775829,1.107493643
BNL20127,20211014,164,ACRU,1600.997463,43327.51772,27.06282723,83.82185668,0.449765258,25.7993,11.63376676,53.99242069,55.19602743,25.79941667,1.052139764,1.076361721
BNL20128,20211014,136,QUAL,1393.201505,42618.12057,30.59006211,86.53425497,0.464319249,25.2975,0.527374745,2.169416749,2.153976257,25.30296667,1.050386026,1.06247706
BNL20129,20211014,162,QUAL,1158.410865,37170.21709,32.08724832,77.74569565,0.408426966,24.95497449,5.797732214,22.66977305,22.69886431,25.05195141,0.810828587,0.812422814
BNL20130,20211014,123,QURU,2078.40231,55513.45525,26.70967742,111.7420597,0.46626506,25.99345,16.41825599,63.86092961,69.25112416,25.99773333,1.548960627,1.638016328
BNL20131,20211014,163,QURU,1085.450754,34015.39942,31.33757962,69.1369907,0.439795918,25.9984,5.24089778,19.28045602,20.91632772,25.99775,1.050707668,1.111117925
BNL20132,20211014,122,BEAL2,627.1414822,23912.14454,38.12878788,47.51071835,0.382394366,25.99788333,1.823078104,6.56261886,7.201160064,25.99698333,1.152617636,1.19193544
BNL20133,20211014,122,BEAL2,833.3547214,28160.678,33.79194631,55.92984708,0.421774194,25.07299741,2.193647493,8.263570646,8.312798747,25.00022825,1.283581072,1.283590962
BNL20158,20211015,84,ACRU,1720.731473,58197.18961,33.82119205,113.9557267,0.481300813,26.00408333,10.34321861,45.88905197,47.18023355,26.00038333,1.536795794,1.581166565
BNL20159,20211015,84,ACRU,1594.890192,51530.38761,32.30967742,102.8961414,0.47804878,26.00385,10.50508969,46.56382686,47.87368382,25.98873333,1.411701258,1.45198049
BNL20160,20211015,165,QUAL,1537.102984,39373.48412,25.61538462,84.45620789,0.429795918,26.00228333,2.099788132,10.41899842,10.13408241,25.99458333,1.773988495,1.841750167
BNL20161,20211015,85,QUAL,1832.53128,52662.36766,28.7375,114.533205,0.465836299,24.87376372,5.738869079,25.48319503,25.5629565,25.0210921,1.609278356,1.61056236
BNL20162,20211015,154,QURU,1919.345525,56649.08566,29.5147929,113.5707411,0.461921708,26.00406667,17.62734532,66.62827542,72.31506922,25.99588333,1.581121203,1.671853214
BNL20163,20211015,154,QURU,1337.696503,52870.36413,39.5234375,104.5075393,0.460424028,26.0008,9.271456262,33.50926473,36.35956091,25.99618333,NA,NA
BNL20164,20211015,157,BEAL2,1112.443283,31160.84147,28.01117318,62.14766946,0.383050847,26.00506667,7.434420659,27.33314628,30.0128443,25.99598333,1.145496714,1.184531891
BNL20165,20211015,166,BEAL2,799.6791787,33963.23388,42.47107438,66.08918832,0.412,25.05018107,1.194913979,4.255397159,4.271550042,25.08096949,1.241706258,1.2451039