Site,Plot,USDA_Species,Tree_Plant_Number,Leaf_Number,Canopy_Position,Leaf_Age,Sample_Name,Rep,Date,LiCor,Area_Corrected,Absorption_Corrected,QC,Obs,HHMMSS,Tleaf,Photo,Ci,CO2S,VpdA,RH_S,Tair,PARi,Press,Cond,BLCond,Trmmol,Ebal,FCnt,FTime,DCnt,Fo,Fm,Fo_Prime,Fm_Prime,Fs,Fv_over_Fm,Fv_Prime_over_Fm_Prime,PhiPS2,Adark,RedAbs,BlueAbs,Perc_Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn_at_Fs,PS2_over_1,ETR,VpdL,CTleaf,Area,BLC_1,StmRat,TBlk,CO2R,H2OR,H2OS,RH_R,Flow,PARo,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R_W_m2,Tl_minus_Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,CndCO2,Ci_Pa,Ci_over_Ca,RHsfc,C2sfc,Ahs_over_Cs,Fv,PARabs,Fv_Prime,qP_Fo,qN_Fo
Kingsburg,Peach1,Peach,2,2,Top,na,Kingsburg_Peach1_Peach_L2T_GE,2,20140613,PSC0570,Yes,Yes,,24,14:59:34,32.61416626,20.16384555,215.2524246,385.7398682,3.304670632,34.16636658,33.77006912,2000.80542,100.2560806,0.212286767,9.289719582,6.729491852,0,24,11925.5,24,0,0,487.5380859,1062.598022,715.633606,-9999,0.541182954,0.326524621,-1,0.939974892,0.955704857,10.00892353,0.941549292,0.011234317,0.603353485,2.179517976,-1,2000.80542,0.5,307.5628344,3.141379194,32.61416626,2,4.644859791,1,34.11256027,400.9490051,13.56012058,17.97625923,25.77288437,299.2895508,4.403909683,3.618212223,-0.115780696,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496447754,0.006729492,305.7641663,306.9200691,320.12886,0.15007377,4.943608489,49.30981201,31.33355278,33.19211769,5.106899927,0.207544014,1.802229295,0.130132938,21.58036443,0.558024831,35.71257937,382.8096192,0.018810994,0,1883.856927,575.0599365,0.326524621,-9999
Kingsburg,Peach1,Peach,2,2,Top,na,Kingsburg_Peach1_Peach_L2T_GE,2,20140613,PSC0570,Yes,Yes,,25,15:01:32,32.61056137,10.80677606,147.2983151,241.5265808,3.267172083,34.60037994,33.43082428,1998.671631,100.2528687,0.209465208,9.289719582,6.663831968,0,25,12045,25,0,0,492.1833496,965.7531128,677.8204346,-9999,0.490363176,0.298143153,-1,0.939974892,0.955704857,9.98680687,0.941545813,0.006274056,0.608004777,1.962181601,-1,1998.671631,0.5,280.5289907,3.151792497,32.61056137,2,4.644859791,1,33.52197647,249.8217926,13.49042225,17.86294937,26.13083076,299.3598938,3.913188934,3.465624332,-0.107930049,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496799469,0.006663832,305.7605614,306.5808243,319.7874538,0.143617724,4.942604414,49.30137641,31.43842704,33.02069283,5.057984,0.20484632,1.790811917,0.128436068,14.76707863,0.609863786,35.47127324,239.9561192,0.015975009,0,1881.840906,473.5697632,0.298143153,-9999
Kingsburg,Peach1,Peach,2,2,Top,na,Kingsburg_Peach1_Peach_L2T_GE,2,20140613,PSC0570,Yes,Yes,,26,15:03:34,32.63106918,1.274653963,83.46188199,98.13938141,3.273225487,34.54089737,33.43226242,1998.459595,100.2468796,0.208851597,9.289719582,6.663481691,0,26,12166,26,0,0,478.550293,857.6083374,647.1511841,-9999,0.441994356,0.245400078,-1,0.939974892,0.955704857,9.98680687,0.941545813,0.001208867,0.555210888,1.792096567,-1,1998.459595,0.5,230.8774569,3.160441471,32.63106918,2,4.644859791,1,33.52248764,99.42808533,13.46157837,17.8347435,26.07130432,299.309082,3.900447607,3.099253178,-0.108733043,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.49654541,0.006663482,305.7810692,306.5822624,319.753528,0.142607563,4.948318855,49.36132552,31.52658202,33.0316658,5.061102871,0.204259434,1.787877384,0.128066931,8.366793233,0.850442308,35.36368423,97.95414623,0.004601792,0,1881.641264,379.0580444,0.245400078,-9999
Kingsburg,Peach1,Peach,2,2,Top,na,Kingsburg_Peach1_Peach_L2T_GE,2,20140613,PSC0570,Yes,Yes,,27,15:06:04,32.71082306,-1.813845581,61.13131974,50.0269928,3.276243906,34.71831131,33.45269012,1997.779785,100.2433548,0.211230231,9.289719582,6.762632373,0,27,12316,27,0,0,471.7124023,798.9457397,637.1412354,-9999,0.409581429,0.20252252,-1,0.939974892,0.955704857,9.98680687,0.941545813,-0.000432666,0.494462165,1.693713661,-1,1997.779785,0.5,190.4725506,3.171479097,32.71082306,2,4.644859791,1,33.52713013,49.04098892,13.50956821,17.94750023,26.13341141,299.2952576,3.792985916,3.00856638,-0.114283428,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496476288,0.006762632,305.8608231,306.6026901,319.6447585,0.121848928,4.97059673,49.58529909,31.63779887,33.08175659,5.075361539,0.206534047,1.799117633,0.129497644,6.128008574,1.221966709,35.43357085,50.29058434,-0.012779932,0,1881.001192,327.2333374,0.20252252,-9999
Kingsburg,Peach1,Peach,2,2,Top,na,Kingsburg_Peach1_Peach_L2T_GE,2,20140613,PSC0570,Yes,Yes,,28,15:09:19,32.53405762,19.81621289,222.5830336,384.8530579,3.249040706,34.76249695,33.45809555,2000.945068,100.2383728,0.220559272,9.289719582,6.937199306,0,28,12511.5,28,0,0,483.9902344,951.199707,663.1708984,-9999,0.49117916,0.302805821,-1,0.939974892,0.955704857,9.98680687,0.941545813,0.011049054,0.616487519,1.965328305,-1,2000.945068,0.5,285.2402754,3.119384858,32.53405762,2,4.644859791,1,33.52692413,399.8737183,13.42593002,17.97667503,25.96246719,299.4011536,3.705514908,3.829214573,-0.105276927,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.497005768,0.006937199,305.6840576,306.6080956,320.1512038,0.102153766,4.921337512,49.09634279,31.11966776,32.99607658,5.050993359,0.215444134,1.801952654,0.13510299,22.31136111,0.578358491,35.93664046,381.9733275,0.018643399,0,1883.981451,467.2094727,0.302805821,-9999
Kingsburg,Peach1,Peach,2,2,Top,na,Kingsburg_Peach1_Peach_L2T_GE,3,20140613,PSC0570,Yes,Yes,,29,15:32:48,34.97854233,16.5704165,188.8268054,387.7136841,4.221723542,26.88556671,36.32359695,1998.708008,100.2180481,0.149497425,9.289719582,6.105974892,0,29,13921.5,29,0,0,497.8068848,1017.491333,685.3550415,-9999,0.510750737,0.326426654,-1,0.939974892,0.955704857,9.98680687,0.941545813,0.009336654,0.63911147,2.043947893,-1,1998.708008,0.5,307.1471054,4.008149721,34.97854233,2,4.644859791,1,37.03286362,400.3692627,12.28565502,16.29959297,20.26472664,299.2796631,2.938052416,4.283071995,-0.087283,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496398315,0.006105975,308.1285423,309.473597,319.7932741,0.268895492,5.641663113,56.29388339,39.99429042,35.65106964,5.855236935,0.147129699,1.633513392,0.092165896,18.92385387,0.487026415,27.44621197,385.3056391,0.011803491,0,1881.875156,519.6844482,0.326426654,-9999
Kingsburg,Peach1,Peach,2,2,Top,na,Kingsburg_Peach1_Peach_L2T_GE,3,20140613,PSC0570,Yes,Yes,,30,15:34:55,34.78200912,8.747369092,136.3016714,243.2249908,4.114001541,27.47129822,35.73836899,2000.072266,100.2240524,0.150161274,9.289719582,6.06269475,0,30,14046.5,30,0,0,486.8803711,931.4309692,660.5678101,-9999,0.477277021,0.290803257,-1,0.939974892,0.955704857,9.964785576,0.941542349,0.005176091,0.60929658,1.913059192,-1,2000.072266,0.5,273.8134747,3.964277854,34.78200912,2,4.644859791,1,36.05090332,250.0552673,12.14078236,16.12652016,20.68164825,299.313446,2.750607491,3.931402683,-0.082562312,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.49656723,0.006062695,307.9320091,308.888369,320.0115553,0.257576143,5.580543056,55.68067665,39.55415649,35.26018906,5.730266743,0.147772642,1.616265202,0.092569575,13.66070586,0.560393366,27.48910713,241.9538063,0.009938152,0,1883.152739,444.5505981,0.290803257,-9999
Kingsburg,Peach1,Peach,2,2,Top,na,Kingsburg_Peach1_Peach_L2T_GE,3,20140613,PSC0570,Yes,Yes,,31,15:40:00,34.56786346,1.086040529,82.27816422,98.49156952,4.156172077,26.83545685,36.28587723,1999.488403,100.2192459,0.169506397,9.289719582,6.695903491,0,31,14351,31,0,0,468.4211426,818.3078613,630.6557007,-9999,0.427573454,0.229317314,-1,0.939974892,0.955704857,9.964785576,0.941542349,0.001108062,0.536322617,1.746949031,-1,1999.488403,0.5,215.8567324,3.887503002,34.56786346,2,4.644859791,1,37.03777695,99.65811157,11.83315563,16.23539162,19.55900574,299.2657776,2.397702694,3.421789646,-0.091391429,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496328888,0.006695903,307.7178635,309.4358772,319.9181374,0.184565555,5.514601707,55.02537618,38.78998457,35.42687035,5.783270781,0.166468895,1.627098705,0.104311762,8.245855573,0.835382811,28.21064167,98.33374401,0.003115706,0,1882.603008,349.8867188,0.229317314,-9999
Kingsburg,Peach1,Peach,2,2,Top,na,Kingsburg_Peach1_Peach_L2T_GE,3,20140613,PSC0570,Yes,Yes,,32,15:41:33,34.62577057,-2.332395148,68.25158161,50.48870468,4.158292495,27.00042534,36.32689285,1999.386353,100.2185364,0.175745988,9.289719582,6.946257944,0,32,14445.5,32,0,0,466.0722656,794.9733276,626.2026978,-9999,0.413725908,0.212297223,-1,0.939974892,0.955704857,9.964785576,0.941542349,-0.000707777,0.51313495,1.705686835,-1,1999.386353,0.5,199.8254961,3.891577176,34.62577057,2,4.644859791,1,37.0310936,49.16462326,11.80689144,16.37210655,19.47159767,299.3301697,2.520165205,3.379442692,-0.103144512,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496650848,0.006946258,307.7757706,309.4768929,319.9018093,0.139753046,5.532365732,55.20301864,38.83091209,35.47633171,5.799081051,0.172482899,1.640788556,0.108090307,6.840073614,1.351818828,28.4017083,50.82765285,-0.013033064,0,1882.506923,328.901062,0.212297223,-9999
Kingsburg,Peach1,Peach,2,2,Top,na,Kingsburg_Peach1_Peach_L2T_GE,3,20140613,PSC0570,Yes,Yes,,33,15:44:07,34.37868881,18.47121033,208.2318454,386.0410461,4.104195902,27.25172043,36.33559799,1999.975464,100.2153625,0.188905868,9.289719582,7.27869661,0,33,14600,33,0,0,472.0576172,905.0301514,634.3143311,-9999,0.478406751,0.299123537,-1,0.939974892,0.955704857,9.964785576,0.941542349,0.010340188,0.625249407,1.917202728,-1,1999.975464,0.5,281.6340229,3.800063816,34.37868881,2,4.644859791,1,37.02849197,400.2604675,11.74988461,16.53289795,19.36772156,299.3242188,2.425120592,4.281084538,-0.097910747,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496621094,0.007278697,307.5286888,309.485598,319.9960671,0.094582212,5.456914177,54.45187283,37.91897488,35.3571434,5.761046264,0.185141036,1.656850362,0.116045606,20.86802988,0.539403381,29.23877414,383.3567742,0.014088066,0,1883.061596,432.9725342,0.299123537,-9999
Kingsburg,Almond1,Almond,2,4,Top,na,Kingsburg_Almond1_Almond_L4T_GE,1,20140613,PSC0570,Yes,Yes,,34,16:22:27,32.11574936,14.94947419,188.8586966,388.8210144,3.11972769,32.59934998,29.64172554,2000.297485,100.180748,0.13186626,9.289719582,4.614329205,0,34,16894.5,34,0,0,494.1599121,946.8824463,695.4124756,-9999,0.478119048,0.265576758,-1,0.901468765,0.94185718,9.964785576,0.905493384,0.008805753,0.555461572,1.916145812,-1,2000.297485,0.5,240.5137671,3.445904157,32.11574936,2,4.644859791,1,28.05671692,400.0095215,10.53944111,13.58097553,25.29854584,299.3003845,7.891080379,4.358568668,-0.011031017,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496501923,0.004614329,305.2657494,302.7917255,320.0475905,0.344994331,4.806456445,47.97784546,34.39686993,30.87873745,4.480279978,0.130020635,1.360552287,0.081426724,18.92000549,0.485721423,27.06530911,386.6485279,0.010464598,0,1811.25614,452.7225342,0.265576758,-9999
Kingsburg,Almond1,Almond,2,4,Top,na,Kingsburg_Almond1_Almond_L4T_GE,1,20140613,PSC0570,Yes,Yes,,35,16:24:18,32.12763214,7.868788419,130.3834165,244.5542603,3.144073969,32.0108223,29.60766029,2001.038208,100.1854019,0.123077855,9.289719582,4.348123124,0,35,17010.5,35,0,0,510.9516602,936.9108887,696.6337891,-9999,0.454642201,0.256456727,-1,0.901468765,0.94185718,9.964785576,0.905493384,0.004894672,0.564084738,1.833658566,-1,2001.038208,0.5,232.3404156,3.476316384,32.12763214,2,4.644859791,1,28.04877472,250.5232849,10.44201374,13.30903435,25.11507988,299.2830811,7.547455311,3.805925846,0.00313963,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496415405,0.004348123,305.2776321,302.7576603,320.1661061,0.390031565,4.809687339,48.00786589,34.69883154,30.86764622,4.477444924,0.12146854,1.333370955,0.076060803,13.06251498,0.533147189,26.41157413,243.4107527,0.008538123,0,1811.926859,425.9592285,0.256456727,-9999
Kingsburg,Almond1,Almond,2,4,Top,na,Kingsburg_Almond1_Almond_L4T_GE,1,20140613,PSC0570,Yes,Yes,,36,16:26:31,32.18511581,0.874603621,81.92873228,98.80754852,3.164698696,31.68999481,29.60594559,1999.301514,100.183136,0.121260415,9.289719582,4.32082191,0,36,17142.5,36,0,0,514.3459473,900.0482788,693.2146606,-9999,0.428535158,0.229802804,-1,0.901468765,0.94185718,9.98680687,0.905502278,0.00103548,0.536251926,1.749888929,-1,1999.301514,0.5,208.0142896,3.505466877,32.18511581,2,4.644859791,1,28.05582047,99.67729187,10.32531261,13.17464066,24.83628273,299.2913818,7.449790001,3.279596806,-0.004386768,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496456909,0.004320822,305.3351158,302.7559456,319.888235,0.390820254,4.825343693,48.16522906,34.99058841,30.8955307,4.484575512,0.119697975,1.319876816,0.074950058,8.207877328,0.82917483,26.02010905,98.68044943,0.002306159,0,1810.372076,385.7023315,0.229802804,-9999
Kingsburg,Almond1,Almond,2,4,Top,na,Kingsburg_Almond1_Almond_L4T_GE,1,20140613,PSC0570,Yes,Yes,,37,16:28:52,32.18530655,-1.316708592,63.32165109,50.04069519,3.159485817,31.86857605,29.64869881,1999.62915,100.1776581,0.128895886,9.289719582,4.575728405,0,37,17284,37,0,0,515.4453125,872.8414307,695.670105,-9999,0.409462825,0.202982259,-1,0.901468765,0.94185718,9.964785576,0.905493384,-0.000174914,0.495728176,1.693373496,-1,1999.62915,0.5,183.7650121,3.494808492,32.18530655,2,4.644859791,1,28.05792427,49.31388855,10.26546097,13.2822752,24.63024139,299.3192139,7.319617271,3.126829624,-0.013248309,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496596069,0.004575728,305.3353065,302.7986988,319.9406569,0.348272838,4.825395716,48.16838213,34.88610693,30.91700268,4.490073041,0.127131917,1.330587224,0.079614069,6.343414712,1.265403105,26.30141964,50.23204183,-0.006894266,0,1810.650967,357.3961182,0.202982259,-9999
Kingsburg,Almond1,Almond,2,4,Top,na,Kingsburg_Almond1_Almond_L4T_GE,1,20140613,PSC0570,Yes,Yes,,38,16:31:49,32.10297012,16.60572687,180.3134349,387.918457,3.127892477,32.42765427,29.69454384,1998.608032,100.1779785,0.140533072,9.289719582,4.912446795,0,38,17463,38,0,0,490.670166,968.0338745,685.2706909,-9999,0.49312707,0.292100505,-1,0.901468765,0.94185718,9.964785576,0.905493384,0.009728392,0.592343277,1.972881054,-1,1998.608032,0.5,264.3109905,3.445475222,32.10297012,2,4.644859791,1,28.05513,400.2894287,10.3125124,13.55096912,24.67798233,299.2708435,7.325863361,4.295500278,-0.010519847,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496354218,0.004912447,305.2529701,302.8445438,319.777278,0.294683647,4.802983916,47.94450823,34.39353911,30.89875698,4.485401171,0.138438797,1.357508694,0.086709999,18.0634354,0.464823036,27.09111576,385.5052807,0.011669559,0,1809.726351,477.3637085,0.292100505,-9999
Kingsburg,Almond1,Almond,2,4,Top,na,Kingsburg_Almond1_Almond_L4T_GE,2,20140613,PSC0570,Yes,Yes,,39,16:41:33,33.99101639,13.91600899,169.6127104,389.8625793,3.754808961,27.38599777,32.1721077,2000.90979,100.1688843,0.11152329,9.289719582,4.57449689,0,39,18043.5,39,0,0,504.7116699,1028.90332,699.7623291,-9999,0.50946638,0.319894965,-1,0.901468765,0.94185718,9.964785576,0.905493384,0.008232654,0.627902011,2.038596255,-1,2000.90979,0.5,289.7945403,4.019836092,33.99101639,2,4.644859791,1,30.98188019,400.3499451,10.16718578,13.18270779,21.12149429,299.3970947,7.400542736,4.576109409,-0.004563197,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496985474,0.004574497,307.1410164,305.3221077,320.1455593,0.381723705,5.340333222,53.31329445,40.13058666,33.08156204,5.075306091,0.110200333,1.320497131,0.068992858,16.98991596,0.435057683,23.06176096,387.840278,0.008274738,0,1811.810578,524.1916504,0.319894965,-9999
Kingsburg,Almond1,Almond,2,4,Top,na,Kingsburg_Almond1_Almond_L4T_GE,2,20140613,PSC0570,Yes,Yes,,40,16:43:42,34.00497437,7.157913512,126.8778153,244.5632629,3.842125615,26.38358879,32.69596481,2001.353149,100.1672974,0.109834699,9.289719582,4.522041867,0,40,18174.5,40,0,0,510.5131836,972.9591675,688.3209229,-9999,0.47529845,0.292549014,-1,0.901468765,0.94185718,9.964785576,0.905493384,0.004501633,0.615505928,1.905845331,-1,2001.353149,0.5,265.0804218,4.034167735,34.00497437,2,4.644859791,1,31.96232414,250.0850525,10.09932232,13.08136559,20.36915588,299.3174133,7.340597153,3.988569736,-0.013003215,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496587067,0.004522042,307.1549744,305.8459648,320.2164967,0.416157811,5.344492772,53.3556651,40.27429951,33.35046959,5.152450652,0.10855127,1.310325037,0.067958696,12.70900785,0.518793435,22.83604526,243.5230611,0.006712236,0,1812.212037,462.4459839,0.292549014,-9999
Kingsburg,Almond1,Almond,2,4,Top,na,Kingsburg_Almond1_Almond_L4T_GE,2,20140613,PSC0570,Yes,Yes,,41,16:45:52,34.07580566,0.587131947,84.522507,99.17205048,3.860123157,26.29551506,32.74361801,2000.997803,100.1608658,0.111607438,9.289719582,4.620025616,0,41,18304,41,0,0,510.5556641,899.2275391,680.9777222,-9999,0.432228616,0.24270811,-1,0.901468765,0.94185718,9.964785576,0.905493384,0.000875954,0.561527167,1.761272281,-1,2000.997803,0.5,219.8802322,4.056184872,34.07580566,2,4.644859791,1,31.96108437,99.87030029,10.02780724,13.07356358,20.16943169,299.4084167,7.37321806,3.493544102,-0.011522159,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.497042084,0.004620026,307.2258057,305.893618,320.1596413,0.397535463,5.365644319,53.57026696,40.49670338,33.40971184,5.169582604,0.110282496,1.309459447,0.069044386,8.465847479,0.852281531,22.72706065,99.08672733,0.001346677,0,1811.890273,388.671875,0.24270811,-9999
Kingsburg,Almond1,Almond,2,4,Top,na,Kingsburg_Almond1_Almond_L4T_GE,2,20140613,PSC0570,Yes,Yes,,42,16:47:58,33.96414566,-1.628294473,68.46622583,49.74758911,3.837273065,26.40395164,32.72509766,2001.662598,100.1617508,0.116326184,9.289719582,4.767872286,0,42,18431.5,42,0,0,498.6782227,870.8070679,683.6548462,-9999,0.427337879,0.214918124,-1,0.901468765,0.94185718,9.964785576,0.905493384,-0.000346647,0.502923179,1.746230391,-1,2001.662598,0.5,194.7687163,4.018844396,33.96414566,2,4.644859791,1,31.96240997,48.8181076,9.969750404,13.11367989,20.07375526,299.3291016,7.22845459,3.292990208,-0.015593395,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496645508,0.004767872,307.1141457,305.8750977,320.2660085,0.376669452,5.332333532,53.23722369,40.12354381,33.34462166,5.150762201,0.114887558,1.313489137,0.071932604,6.857697049,1.376272239,23.01045851,49.98421601,-0.007495927,0,1812.49224,372.1288452,0.214918124,-9999
Kingsburg,Almond1,Almond,2,4,Top,na,Kingsburg_Almond1_Almond_L4T_GE,2,20140613,PSC0570,Yes,Yes,,43,16:50:34,33.91358566,14.60117652,174.1722127,390.0774536,3.837919845,26.31022263,32.77160645,2000.208374,100.1636429,0.11973142,9.289719582,4.888325266,0,43,18586,43,0,0,488.5117188,933.2886353,664.7921753,-9999,0.47656952,0.287688556,-1,0.901468765,0.94185718,9.964785576,0.905493384,0.008613841,0.603665456,1.910473382,-1,2000.208374,0.5,260.5272251,4.005051929,33.91358566,2,4.644859791,1,31.96752739,401.1047668,9.878525734,13.10113716,19.83844757,299.4020691,7.135962963,4.416708469,-0.008173808,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.497010345,0.004888325,307.0635857,305.9216064,320.0333327,0.359403017,5.317309553,53.0862237,39.98508654,33.34259605,5.150177469,0.118207887,1.312257624,0.074015315,17.44572331,0.446506741,23.09224603,387.9555824,0.008691045,0,1811.17545,444.7769165,0.287688556,-9999
Kingsburg,Almond1,Almond,2,4,Top,na,Kingsburg_Almond1_Almond_L4T_GE,3,20140613,PSC0570,Yes,Yes,,44,17:01:18,35.97618103,11.38664858,161.8117523,391.086853,4.641951116,21.44722557,35.54221344,1999.028564,100.1568298,0.088424722,9.289719582,4.27530907,0,44,19231,44,0,0,498.385498,974.1270752,674.2513428,-9999,0.488377327,0.307840466,-1,0.901468765,0.94185718,9.964785576,0.905493384,0.006843047,0.630333246,1.95456545,-1,1999.028564,0.5,278.6121125,4.712705725,35.97618103,2,4.644859791,1,35.47955704,399.8123474,9.64210701,12.46316528,16.59260941,299.3220825,7.091553211,4.77028513,-0.007281169,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496610413,0.004275309,309.126181,308.6922134,319.8445632,0.50021242,5.960976849,59.51642898,47.05326369,35.75919724,5.890222241,0.087590982,1.248271124,0.054818664,16.20655214,0.413748892,18.76242517,389.4321233,0.005485966,0,1810.10714,475.7415771,0.307840466,-9999
Kingsburg,Almond1,Almond,2,4,Top,na,Kingsburg_Almond1_Almond_L4T_GE,3,20140613,PSC0570,Yes,Yes,,45,17:03:20,35.81626129,5.659931662,127.3118773,246.0031128,4.614925978,21.33671188,35.46088028,1999.947876,100.1548767,0.087557703,9.289719582,4.196332308,0,45,19353,45,0,0,498.7001953,915.7324219,666.0764771,-9999,0.455408389,0.272629798,-1,0.901468765,0.94185718,9.964785576,0.905493384,0.003677611,0.598649047,1.836238346,-1,1999.947876,0.5,246.8580443,4.672480204,35.81626129,2,4.644859791,1,35.47802353,250.4759979,9.573591232,12.34366798,16.54848099,299.2360535,7.363827229,4.357168674,-0.004990444,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496180267,0.004196332,308.9662613,308.6108803,319.991653,0.518678425,5.908758749,58.9962161,46.65254811,35.63857079,5.851204523,0.086740158,1.236278545,0.054285462,12.75090537,0.517521408,18.76347188,245.1806006,0.0043315,0,1810.939571,417.0322266,0.272629798,-9999
Kingsburg,Almond1,Almond,2,4,Top,na,Kingsburg_Almond1_Almond_L4T_GE,3,20140613,PSC0570,Yes,Yes,,46,17:05:28,35.74849701,0.09745244,90.67385415,99.77632141,4.658440012,20.86896896,35.75053406,2000.96814,100.1500473,0.089066454,9.289719582,4.254388276,0,46,19481,46,0,0,500.322998,865.1669312,666.2347412,-9999,0.421703512,0.229935037,-1,0.901468765,0.94185718,9.964785576,0.905493384,0.000605704,0.545252838,1.729216795,-1,2000.96814,0.5,208.30544,4.65810977,35.74849701,2,4.644859791,1,36.06005096,100.1250763,9.460149765,12.26801491,16.09254456,299.31604,7.148648739,3.853331089,-0.008979663,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.4965802,0.004254388,308.898497,308.9005341,320.1548952,0.52719762,5.886752044,58.77932365,46.51130874,35.74951553,5.887082285,0.088220626,1.228642273,0.055213265,9.080990783,0.908771268,18.73596587,99.76215943,0.000183022,0,1811.863413,364.8439331,0.229935037,-9999
Kingsburg,Almond1,Almond,2,4,Top,na,Kingsburg_Almond1_Almond_L4T_GE,3,20140613,PSC0570,Yes,Yes,,47,17:07:58,35.89414215,-1.974506147,79.4995991,50.034729,4.697136507,20.78124428,35.85414886,2000.704956,100.1459808,0.092335998,9.289719582,4.453464531,0,47,19631,47,0,0,505.5300293,841.8508301,673.0792236,-9999,0.399501656,0.200476855,-1,0.901468765,0.94185718,9.964785576,0.905493384,-0.000537918,0.501817331,1.665283527,-1,2000.704956,0.5,181.594451,4.703662168,35.89414215,2,4.644859791,1,36.05921555,48.86449814,9.348195076,12.28683281,15.81099987,299.3731079,6.857650757,3.648291111,-0.01468645,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.49686554,0.004453465,309.0441422,309.0041489,320.1127858,0.489954643,5.934139091,59.25489013,46.96805732,35.87414551,5.92761343,0.091427249,1.230476923,0.057222987,7.961565328,1.588888372,18.60405833,50.32166805,-0.007299803,0,1811.625102,336.3208008,0.200476855,-9999
Kingsburg,Almond1,Almond,2,4,Top,na,Kingsburg_Almond1_Almond_L4T_GE,3,20140613,PSC0570,Yes,Yes,,48,17:10:38,35.92675781,12.04910558,164.2729769,392.1702576,4.713521319,20.70713234,35.92385483,1999.348999,100.1390457,0.094309725,9.289719582,4.558280444,0,48,19791,48,0,0,479.185791,855.2537231,646.2426758,-9999,0.439715048,0.244384844,-1,0.901468765,0.94185718,9.964785576,0.905493384,0.007207868,0.555780032,1.784806101,-1,1999.348999,0.5,221.2168295,4.713995945,35.92675781,2,4.644859791,1,36.0574379,401.4137573,9.283222198,12.29091263,15.63992119,299.3828735,7.154874325,4.813971043,-0.010126933,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496914368,0.00455828,309.0767578,309.0738548,319.8958327,0.472578102,5.944796207,59.365417,47.07450437,35.92530632,5.944321581,0.09336191,1.230800262,0.058435615,16.45013914,0.418881783,18.58376001,390.4192583,0.005735314,0,1810.397292,376.0679321,0.244384844,-9999